$13.885$ & $0.483$ & $1.708$ & $4.058$ \\
$3.719$ & $8.262$ & $3.481$ & $14.544$ \\
$3.093$ & $1.423$ & $0.502$ & $3.156$ \\
$0.469$ & $0.008$ & $6.216$ & $6.391$ \\
