$0.131$ & $0.518$ & $0.118$ & $1.319$ \\
$0.186$ & $0.533$ & $0.157$ & $1.869$ \\
$0.432$ & $0.033$ & $0.706$ & $0.725$ \\
$0.096$ & $0.039$ & $0.190$ & $0.101$ \\
