7.4e-02 & 5.3e-02 & 1.0e-01 \\
3.0e-03 & 9.4e-04 & 6.4e-04 \\
9.6e-03 & 1.3e-03 & 6.1e-04 \\
2.5e-03 & 9.6e-04 & 5.6e-04 \\
