3.5e-02 & 1.1e-01 & 2.3e-01 & 3.8e-01 \\
5.4e-03 & 5.1e-02 & 9.3e-02 & 2.2e-01 \\
1.2e-03 & 1.5e-02 & 3.6e-02 & 5.4e-02 \\
6.7e-04 & 1.8e-03 & 8.7e-03 & 5.8e-02 \\
5.1e-04 & 7.6e-02 & 8.4e-04 & 1.1e-03 \\
7.4e-04 & 5.2e-04 & 4.2e-04 & 7.0e-04 \\
4.5e-04 & 4.8e-04 & 1.2e-03 & 7.8e-04 \\
5.1e-04 & 5.7e-04 & 1.8e-02 & 1.2e-03 \\
4.1e-04 & 3.8e-04 & 4.2e-04 & 8.2e-04 \\
